,tweet,tweet_preprocessing,sentimen
530,"yang bingung mau berbuka pakai apa, coba cek ke h...",bingung berbuka pakai coba cek h ,netral
531,"mohon maaf ya kak, terkait hal tersebut mohon kese...",mohon maaf ya kak terkait mohon kese ,negatif
532,sama-sama kak. tetap semangat cek kolom diskusi ka...,kak semangat cek kolom diskusi ka ,positif
533,bella sangat paham atas kekecewaan kamu. saat ini ...apmplify,bella paham kekecewaan apmplify,negatif
534,silakan infoka...,silakan infoka ,netral
535,bukan berarti kamu gak bisa belanja un...,gak belanja un ,positif
536,siapa yang gak mau dijadiin prioritas? kalau jadi ...,gak dijadiin prioritas ,positif
537,"beli kebutuhan harian kamu di bukalapak, bayar pak...",beli kebutuhan harian bukalapak bayar ,positif
538,pagi-pagi meskipun tetep kudu semangat...,pagi pagi tetep kudu semangat ,positif
539,"hai kak wadidur, maaf banget ya jadi bikin kamu ng...",hai kak wadidur maaf banget ya bikin ng ,negatif
540,"hai kak, maaf banget sudah bikin nggak nyaman. per...",hai kak maaf banget bikin nggak nyaman ,negatif
541,kelar tarawehan mari hepi-hepi di teka teki miliar...,kelar tarawehan mari hepi hepi teka teki miliar ,positif
542,baik kak mohon maaf atas kendalanya. ...,kak mohon maaf kendalanya ,negatif
543,"yang mau dapet barang-barang gratis, sini-sini mer...",dapet barang barang gratis mer ,positif
544,yang butuh headset baru sini merapaaat~\n\npake du...,butuh headset merapaaat n npake du ,positif
545,"hi kak, mohon maaf atas kendalanya. bella cek pemb...",hi kak mohon maaf kendalanya bella cek pemb ,negatif
546,baik kak mohon maaf atas kendalanya....,kak mohon maaf kendalanya ,negatif
547,mohon maaf kak terkait kendala kakak...fachriiiiir,mohon maaf kak terkait kendala kakak fachriiiiir,negatif
548,yang gak boleh dilewatin tiap habis buka puasa: ik...,gak dilewatin habis buka puasa ik ,positif
549,"hi kak, siap kak akan segera bella cek dan balas y...",hi kak kak bella cek balas y ,positif
550,"baik kak, maaf atas kendalanya ya kak. terkait ta...",kak maaf kendalanya ya kak terkait ta ,negatif
551,"hi kak, mohon maaf atas kendalanya, silakan infoka...",hi kak mohon maaf kendalanya silakan infoka ,negatif
552,kirim uang jadi makin gampang karena bisa kamu lak...,kirim uang gampang lak ,positif
553,"baik kak, maaf ya ats kendalanya kak. bella sarank...",kak maaf ya ats kendalanya kak bella sarank ,negatif
554,"belanja sepanjang tahun, pasti dapet cashback dan ...",belanja dapet cashback ,positif
555,bingung mau nyari kursus apa buat ?...,bingung nyari kursus ,netral
556,nebak lagu favorit yang asik-asik bisa dapetin tot...,nebak lagu favorit asik asik dapetin tot ,positif
557,siap-siap buat jam di sama bukalapak~...,jam bukalapak ,positif
558,pernah berjuang sekuat tenaga tapi ternyata masih ...,berjuang sekuat tenaga ,positif
559,"beliin setrika buat mamah, cuma ribu aja. burua...",beliin setrika mamah ribu aja burua ,positif
560,kuuuy coba lagi hari ini kalo kemarin belum berunt...,kuuuy coba kalo kemarin berunt ,positif
561,selamat untuk dan yang terpil...et_febrian,selamat terpil et_febrian,positif
562,"hai, terima kasih ketertarikannya pada program kar...indranano",hai terima kasih ketertarikannya program kar indranano,positif
563,habis gajian emang paling asik buat checkout baran...,habis gajian emang asik checkout baran ,positif
564,paling heboh. emang paling terheboh!\n\nya gimana ...,heboh emang terheboh n nya gimana ,positif
565,"jam-jam rawan karena ngantuk. eits, tenaaang kita ...",jam jam rawan ngantuk eits tenaaang ,netral
566,"okay kakak, silakan kamu coba kembali ya jika berk...",okay kakak silakan coba ya berk ,negatif
567,"mohon maf ya kak, terkait voucher yang kakak dapat...",mohon maf ya kak terkait voucher kakak ,negatif
568,udah gajian kaaan?\n\nbiar ibadah makin semangat c...,udah gajian kaaan n nbiar ibadah semangat c ,positif
569,"baik kak, mohon maaf atas kendalanya, bella sarank...",kak mohon maaf kendalanya bella sarank ,negatif
570,baik kak. apabila kakak masih memiliki kendala/per...,kak kakak memiliki kendala ,negatif
571,hi kak. mohon maaf atas ketidaknyamanannya. bella ...,hi kak mohon maaf ketidaknyamanannya bella ,negatif
572,maaf atas kendalanya ya kak. bella sarankan kakak ...,maaf kendalanya ya kak bella sarankan kakak ,negatif
573,"penasaran gimana caranya bikin konten yang keren, ...",penasaran gimana bikin konten keren ,netral
574,habis taraweh kita santai-santai dulu nih seru-ser...,habis taraweh santai santai nih seru ser ,positif
575,momen yang ditunggu-tunggu setiap harinya karena c...,momen ditunggu tunggu harinya c ,positif
576,baik kak. untuk saat ini masih dalam proses pengir...,kak proses pengir ,negatif
577,hai kak. mohon maaf atas kendalanya ya. mohon lamp...,hai kak mohon maaf kendalanya ya mohon lamp ,negatif
578,hai kak. maaf nih bikin kamu ngga nyaman. setelah ...,hai kak maaf nih bikin ngga nyaman ,negatif
579,alternatif hiburan murah pas lagi tuh ...,alternatif hiburan murah pas tuh ,positif
580,"ramadan emang , kuuy buka fitur tayang...",ramadan emang kuuy buka fitur tayang ,positif
581,bentar lagi buka puasa guyss!\n\nkalau mimin sih b...,bentar buka puasa guyss n nkalau mimin sih b ,positif
582,selama ? bisa bangeeet! ku...,bangeeet ku ,positif
583,ramadan emang bulan penuh berkah dan ...,ramadan emang penuh berkah ,positif
584,di masa pandemi plus bulan puasa harus pinter-pint...,pandemi plus puasa pinter pint ,positif
585,"siang-siang, abis tadarusan, kuuuy ikutan teka-tek...",siang siang abis tadarusan kuuuy ikutan teka tek ,positif
586,"masih ada kesempatan gaeees buat menangin mobil, m...",kesempatan gaeees menangin mobil m ,positif
587,"hai kak, mohon maaf sebelumnya. perihal tersebut d...",hai kak mohon maaf perihal d ,negatif
588,"hai kak, mohon maaf sebelumnya. perihal tersebut d...",hai kak mohon maaf perihal d ,negatif
589,"sebelum sibuk sama kerjaan dan aktivitas lainnya, ...",sibuk kerjaan aktivitas ,positif
590,hallo kak mohon maaf nih kak. pindah ke ...,hallo kak mohon maaf nih kak pindah ,negatif
591,hi kak. apabila kakak memiliki kendala/pertanyaan ...,hi kak kakak memiliki kendala ,negatif
592,bukalapak emang paling hobi kasih yang ekstra-ekst...,bukalapak emang hobi kasih ekstra ekst ,netral
593,"biar makin khusyuk ibadahnya, kuuy beli sarung dul...",biar khusyuk ibadahnya kuuy beli sarung dul ,positif
594,besok! teka-teki miliaran siap kasih kamu hadiah j...,besok teka teki miliaran kasih hadiah j ,positif
595,sama-sama kak. tetap cek aplikasi bukalapak kamu s...,kak cek aplikasi bukalapak s ,positif
596,"hai kak shudel, maaf ya telah membuat...",hai kak shudel maaf ya ,positif
597,kelakuanku jaman kecil…\n\nhayooo masih pada inget...,kelakuanku jaman n nhayooo inget ,negatif
598,klik sekarang dan kamu...,klik ,netral
599,wah maaf banget nih kak jadi bikin kamu ngga nyama...,maaf banget nih kak bikin ngga nyama ,netral
600,ayo buka bukalapak sekarang dan bayar pajak kendar...,ayo buka bukalapak bayar pajak kendar ,positif
601,walau kamu juga bisa tampil menawan d...,tampil menawan d ,positif
602,"baik kak, maaf ya buat kamu tidak nyaman. bella ba...",kak maaf ya nyaman bella ba ,negatif
603,jangan sampai kebutuhan pokok di rumah gak terpenu...,kebutuhan pokok rumah gak terpenu ,negatif
604,jangan sampai kamu skip bayar pajak kendaraan dan ...,skip bayar pajak kendaraan ,negatif
605,hai kak. dengan senang hati tentu akan bella bantu...,hai kak senang hati bella bantu ,negatif
606,keadaan sekarang sangat gak memungkinkan untuk beb...,gak beb ,positif
607,yuk berburu bukalapak di bulan ramad...,yuk berburu bukalapak ramad ,positif
608,pilih teflon apa minyak goreng gaesss? dua-duanya ...,pilih teflon minyak goreng gaesss duanya ,netral
609,hai kak. mohon maaf atas kendalanya. setelah bell...,hai kak mohon maaf kendalanya bell ,negatif
610,"hari senin, teka teki miliaran akan hadir kembali ...",senin teka teki miliaran hadir ,positif
611,"baik kak, mohon maaf atas kendalanya ya. bella inf...",kak mohon maaf kendalanya ya bella inf ,negatif
612,"ikutan rejeki asik bukalapak, bisa dapat kesempata...",ikutan rejeki asik bukalapak kesempata ,positif
613,mana nih ciwi-ciwi yang udah gajian?\n\nkita mau k...,nih ciwi ciwi udah gajian n nkita k ,netral
614,semangat guyys! di masa pandemi ini kita harus tet...,semangat guyys pandemi tet ,positif
615,"lagi ramadan biasanya banyak promo nih, bayarnya p...",ramadan promo nih bayarnya p ,positif
616,"baik kak mohon maaf sebelumnya, namun apakah kakak sebelumnya memang tidak ada transaksi yang ada hubung…",kak mohon maaf kakak transaksi hubung ,negatif
617,saya pernah hampir ketipu. untung keburu curiga. saya ikutin semua petunjuk dari pelapak. teru…,ketipu untung keburu curiga ikutin petunjuk pelapak teru ,negatif
618,"gk bakal ketipu semua org pasti paham, yg penting jgn share data diri atau otp, terus liat we…",gk ketipu org paham yg jgn share data otp liat we ,negatif
619,bukalapak ini bawel banget 😑,bukalapak bawel banget ,negatif
620,"hai kak, mohon maaf atas ketidaknyamanannya ya. bisa informasikan ke bella untuk alamat email dan no…",hai kak mohon maaf ketidaknyamanannya ya informasikan bella alamat email no ,negatif
621,"btw, bukalapak apa kabar sih?",btw bukalapak kabar sih ,netral
622,min sekarang udah gak ada fitur batalkan pesanan ya? pesanan saya udah hari gak di kirim sama pelapak masih proses terus 😩,min udah gak fitur batalkan pesanan ya pesanan udah gak kirim pelapak proses ,negatif
623,"hai kak"", maaf banget ya atas kendalanya, yuk lampirkan screenshot kendalanya lewat dm,"" agar bella bantu cek ya kak :)",hai kak maaf banget ya kendalanya yuk lampirkan screenshot kendalanya dm bella bantu cek ya kak ,negatif
624,"males sama bukalapak, dan kayaknya semua seller juga merasakan hal yg sama…",males bukalapak kayaknya seller merasakan yg ,negatif
625,rt gratisan buat kamu! pake kode ongkirgratis pas belanja di bukalapak biar ongkir kamu gratis (maks. rprb). berlaku khususâ€¦,rt gratisan pake kode ongkirgratis pas belanja bukalapak biar ongkir gratis maks rprb berlaku khususâ ,positif
626,yukk hari ini rb aja.. bukalapak ready biar sama sama enak,yukk rb aja bukalapak ready biar enak,positif
627,rt tgl juni ini baru ngeh harus bayar pajak motor. lalu cobain perpanjang online via app samolnas dan bayar di bukalapak. hariâ€¦,rt tgl juni ngeh bayar pajak motor cobain perpanjang online via app samolnas bayar bukalapak hariâ ,positif
628,"males sama bukalapak, dan kayaknya semua seller juga merasakan hal yg samaâ€¦",males bukalapak kayaknya seller merasakan yg samaâ ,negatif
629,"baik kak mohon maaf atas kendalanya ya kak, akan segera bela bantu kak untuk pemeriksaannya dahulu namâ€¦",kak mohon maaf kendalanya ya kak bela bantu kak pemeriksaannya namâ ,negatif
630,min sekarang udah gak ada fitur batalkan pesanan ya? pesanan saya udah hari gak di kirim sama pelapak masih proses terus ðÿ˜©,min udah gak fitur batalkan pesanan ya pesanan udah gak kirim pelapak proses ðÿ ,negatif
631,gratisan buat kamu! pake kode ongkirgratis pas belanja di bukalapak biar ongkir kamu gratis (maks. rprb). berlakuâ€¦,gratisan pake kode ongkirgratis pas belanja bukalapak biar ongkir gratis maks rprb berlakuâ ,positif
632,"fix gua gabut malem"" dengerin lagu iklan bukalapak",fix gua gabut malem dengerin lagu iklan bukalapak,negatif
633,bukalapak emang cincay,bukalapak emang cincay,positif
634,sertifikat prakerja tertahan lama di bukalapak - | cc,sertifikat prakerja tertahan bukalapak cc,negatif
635,buat buka usaha min ;),buka usaha min ,positif
636,"hai kak, maaf banget buat kamu nggak nyaman ya kak. yuk lampirkan bukti pembayaran kamu melalui dm agarâ€¦",hai kak maaf banget nggak nyaman ya kak yuk lampirkan bukti pembayaran dm agarâ ,negatif
637,hi admin no tagihan blizxxehinv sudah saya bayar dan sy disuruh nunggu verifikasi dan batas waktu baâ€¦,hi admin no tagihan blizxxehinv bayar sy disuruh nunggu verifikasi batas baâ ,negatif
638,min saya mau membatalkan transaksi karena mau merubah kurir kok susah ya,min membatalkan transaksi merubah kurir susah ya,negatif
639,"di bukalapak ada menu investasi emas, di sana ada layanan nabung emas batangan",bukalapak menu investasi emas layanan nabung emas batangan,positif
640,"harga di amazon usd, sampe sini usd (shipping + bea cukai), dijual juta di",harga amazon usd sampe usd shipping bea cukai dijual juta,negatif
641,"hai kak. mohon maaf buat kendalanya ya. demi keamanan data kakak, pindah ke dm yuk kak buat infoin alamat eâ€¦",hai kak mohon maaf kendalanya ya keamanan data kakak pindah dm yuk kak infoin alamat eâ ,negatif
642,"dorong industri game, bukalapak hadirkan program turnamen asik",dorong industri game bukalapak hadirkan program turnamen asik,positif
643,"jadiii, di bukalapak, kamu bisa nikmatin cashback % untuk berlangganan streaming film favorit, sampai top up gameâ€¦",jadiii bukalapak nikmatin cashback berlangganan streaming film favorit top up gameâ ,positif
644,minisite blogger responsiv untul bisnis reseller tokopedia bukalapak dll,minisite blogger responsiv untul bisnis reseller tokopedia bukalapak dll,netral
645,"nah, pas banget, untuk kamu yang doyan melakukan aktivitas media digital, dari streaming film sampe nge-game, kitaâ€¦",pas banget doyan aktivitas media digital streaming film sampe nge game kitaâ ,positif
646,gratisan buat kamu! pake kode ongkirgratis pas belanja di bukalapak biar ongkir kamu gratis (maks. rprb). berlakuâ€¦,gratisan pake kode ongkirgratis pas belanja bukalapak biar ongkir gratis maks rprb berlakuâ ,positif
647,saya mengajakmu bergabung ke bukalapak dan memberikanmu credits rp.. cek:,mengajakmu bergabung bukalapak memberikanmu credits rp cek ,positif
648,"rt perusahaan teknologi asal indonesia, bukalapak, menghadirkan maingame(dot)com di dalam aplikasinya lewat program ""turnamenâ€¦",rt perusahaan teknologi indonesia bukalapak menghadirkan maingame dot com aplikasinya program turnamenâ ,positif
649,smartphone versi terbaru yang kamu tunggu-tunggu udah keluar di pasaran? yuk beli aja dengan pakâ€¦,smartphone versi terbaru tunggu tunggu udah pasaran yuk beli aja pakâ ,positif
650,"perusahaan teknologi asal indonesia, bukalapak, menghadirkan maingame(dot)com di dalam aplikasinya lewat program ""tâ€¦",perusahaan teknologi indonesia bukalapak menghadirkan maingame dot com aplikasinya program tâ ,positif
651,dan dia gamenang dong sebanyak ini dia beli mmm gatau sih msti prcya apa enggaðÿ™‚ bantuin bukalapak sanaâ€¦,gamenang beli mmm gatau sih msti prcya enggaðÿ bantuin bukalapak sanaâ ,negatif
652,"baik kak, maaf banget atas kendalanya. setelah bella cek untuk kendala kakak, sudah bella bantu sampaikanâ€¦",kak maaf banget kendalanya bella cek kendala kakak bella bantu sampaikanâ ,negatif
653,"tersedia jg di bukalapak, shopee, toped, &amp; wa bro",tersedia jg bukalapak shopee toped amp wa bro,positif
654,saksikan live streaming leadership talks : strategi dan perjuangan perusahaan di era pandemic. sebentâ€¦,saksikan live streaming leadership talks strategi perjuangan perusahaan era pandemic sebentâ ,positif
655,"ini pembeli gk bisa dihubungi, kalian seenaknya aja melakukan transaksi ini, saya akan laporkan kalian dan akan saya viralkan",pembeli gk dihubungi aja transaksi laporkan viralkan,negatif
656,"baik, kak. maaf banget ya udah bikin kakak gak nyaman. silakan kakak untuk melakukan kesepakatan terlebihâ€¦",kak maaf banget ya udah bikin kakak gak nyaman silakan kakak kesepakatan terlebihâ ,negatif
657,"namun, mereka tidak memiliki cukup bukti yang menunjukkan perbaikan pasien yang signifikanâ€¦",memiliki bukti perbaikan pasien signifikanâ ,negatif
658,jual di bukalapak sama carousel deh cepet lakunya,jual bukalapak carousel deh cepet lakunya,positif
659,"netijen, please do your magic. bantu jualan gue di bukalapak yuk, belinya di sini:",netijen please do your magic bantu jualan gue bukalapak yuk belinya ,netral
660,"kan sudah saya proses, semoga kalian tidak bertahan lama dgn membatalkan sepihak transaksi yg sdh diproâ€¦",proses semoga bertahan dgn membatalkan transaksi yg sdh diproâ ,netral
661,"baik, kak. maaf ya udah bikin kakak gak nyaman. bella cek untuk transaksi kakak di sudah dibaâ€¦",kak maaf ya udah bikin kakak gak nyaman bella cek transaksi kakak dibaâ ,negatif
662,gak usah ngebadut ya syopii!! jangan sampe gua pindah haluan ke bukalapak!!,gak ngebadut ya syopii sampe gua pindah haluan bukalapak ,negatif
663,marketplace paling konyol yg pernah ada,marketplace konyol yg,negatif
664,saya sebagai pelapak dirugikan sepihak oleh karena mereka cancel orderan sepihak tanpa persetujuan pelaâ€¦,pelapak dirugikan cancel orderan persetujuan pelaâ ,negatif
665,"semakin mudah, sahabat sekarang bisa pilih program-program rumah zakat langsung di bukalapak",mudah sahabat pilih program program rumah zakat langsung bukalapak,negatif
666,yang mau order pomade bisa langsung &gt;&gt;&gt; bukalapak,order pomade langsung gt gt gt bukalapak,positif
667,hanya karena salah kode unik saya udh nungfu hari disuruh nungfu brpa lama lagi woy?,salah kode unik udh nungfu disuruh nungfu brpa woy ,negatif
668,"lhoo, lama ga ngecek bukalapak, skrg ui nya dah rapi yaaa",lhoo ga ngecek bukalapak skrg ui nya dah rapi yaaa,negatif
669,"mohon maaf ya kak udah bikin kamu gak nyaman :( , bella cek kendala kakak di nomor pelaporan â€¦",mohon maaf ya kak udah bikin gak nyaman bella cek kendala kakak nomor pelaporan â ,negatif
670,bagaimana kelanjutan dana sayaa saya sangat btuh uang saya itu buat bayar angsuranâ€¦,kelanjutan dana sayaa btuh uang bayar angsuranâ ,negatif
671,grgr lupa kode unik kah mas? saya soalnya jg gitu tpi duit gabalik smoe skrg udh hari keâ€¦,grgr lupa kode unik kah mas jg gitu tpi duit gabalik smoe skrg udh keâ ,negatif
672,bagaimana kelanjutan dana sayaa saya sangat btuh uang saya itu buat bayar angsuranâ€¦,kelanjutan dana sayaa btuh uang bayar angsuranâ ,negatif
673,bagaimana kelanjutan dana sayaa saya sangat btuh uang saya itu buat bayar angsâ€¦,kelanjutan dana sayaa btuh uang bayar angsâ ,negatif
674,bagaimana kelanjutan dana sayaa saya sangat btuh uang saya itu buat bayar angsuraâ€¦,kelanjutan dana sayaa btuh uang bayar angsuraâ ,negatif
675,bagaimana kelanjutan dana sayaa saya sangat btuh uang saya itu buat bayar angsuran yaallah tâ€¦,kelanjutan dana sayaa btuh uang bayar angsuran yaallah tâ ,negatif
676,gratisan buat kamu! pake kode ongkirgratis pas belanja di bukalapak biar ongkir kamu gratis (maks. rprb). berlakuâ€¦,gratisan pake kode ongkirgratis pas belanja bukalapak biar ongkir gratis maks rprb berlakuâ ,positif
677,cek disini perlengkapan yang kamu butuhkan ada semua dan harganya terbaik untuk kamu.,cek perlengkapan butuhkan harganya terbaik ,positif
678,gratisan buat kamu! pake kode ongkirgratis pas belanja di bukalapak biar ongkir kamu gratis (maks. rprb). berlakuâ€¦,gratisan pake kode ongkirgratis pas belanja bukalapak biar ongkir gratis maks rprb berlakuâ ,positif
679,kak kok penarikan dana kerekning bca status pending ya.,kak penarikan dana kerekning bca status pending ya ,negatif
680,"sebagai penggemar setia bukalapak, saya mengucapkan terima kasih banyak atas user experience yaâ€¦",penggemar setia bukalapak terima kasih user experience yaâ ,positif
681,tidakperlu dm karena balasan kalian akan sama aja kayak robot! buarkan mreka tau gmn cara bukalapak atâ€¦,tidakperlu dm balasan aja kayak robot buarkan mreka tau gmn bukalapak atâ ,negatif
682,"mau ngasih tau nih, kalau hari ini belanja dengan metode pembayaran dana kamu bisa dapetin diskon ongkos kirim s/dâ€¦",ngasih tau nih belanja metode pembayaran dana dapetin diskon ongkos kirim s dâ ,positif
683,basi sudah jawabanmu tiap hari seperti itu gaada kejelasan dan gaada penyelesaian,basi jawabanmu gaada kejelasan gaada penyelesaian,negatif
684,"maaf atas ketidaknyamanannya ya kak, perihal kendala kamu bella sudah bantu konfirmasi melalui dm yaâ€¦",maaf ketidaknyamanannya ya kak perihal kendala bella bantu konfirmasi dm yaâ ,negatif
685,"sudah waktunya upgrade hp agar menyelesaikan berbagai aktivitas online? kalau gitu, yu beli bundlingâ€¦",upgrade hp menyelesaikan aktivitas online gitu yu beli bundlingâ ,positif
686,yang mau order pomade bisa langsung &gt;&gt;&gt; bukalapak,order pomade langsung gt gt gt bukalapak,positif
687,saya pastikan ini kali trakhir saya makai sebagai pilihan topuo/aktivitas sehari sangat tiâ€¦,pastikan kali trakhir makai pilihan topuo aktivitas sehari tiâ ,negatif
688,bahkan admin twiiter ini sangat gak jelas tiao bertanya ni tiket berubah! tpi tanya admin ig live chat tto sm noâ€¦,admin twiiter gak tiao ni tiket berubah tpi admin ig live chat tto sm noâ ,negatif
689,"memang tidak profesional, berhati saja kawan, hanya karena lupa kode unik, sampai sekarang hari ke tâ€¦",profesional berhati kawan lupa kode unik tâ ,negatif
690,biasanya kalau belanja di bukalapak bayarnya pakai apa? coba vote ðÿ‘‡,belanja bukalapak bayarnya pakai coba vote ðÿ ,negatif
691,"jual alat rapid test harga ekonomis. bisa beli eceran rp | pesan via bukalapak, klik â†’",jual alat rapid test harga ekonomis beli eceran rp pesan via bukalapak klik â ,positif
692,gw mau bgt jadi bagian tim ui/ux nya shopee/bukalapak,gw bgt tim ui ux nya shopee bukalapak,positif
693,gratisan buat kamu! pake kode ongkirgratis pas belanja di bukalapak biar ongkir kamu gratis (maks. rpâ€¦,gratisan pake kode ongkirgratis pas belanja bukalapak biar ongkir gratis maks rpâ ,positif
694,investasi emas di,investasi emas,netral
695,"hai kak, maaf atas ketidaknyamanannya ya. kakak dapat dm bella ya kak untuk infoin detail kendala kamu kak. :) ^bdp",hai kak maaf ketidaknyamanannya ya kakak dm bella ya kak infoin detail kendala kak bdp,negatif
696,saya mengajakmu bergabung ke bukalapak dan memberikanmu credits rp.. cek:,mengajakmu bergabung bukalapak memberikanmu credits rp cek ,positif
697,rt gratisan buat kamu! pake kode ongkirgratis pas belanja di bukalapak biar ongkir kamu gratis (maks. rprb). berlaku khususâ€¦,rt gratisan pake kode ongkirgratis pas belanja bukalapak biar ongkir gratis maks rprb berlaku khususâ ,positif
698,"gila potongan super seller % cuy. pantesan platform ini sepi. jadi super seller atau nggak, sama aja.â€¦",gila potongan super seller cuy pantesan platform sepi super seller nggak aja â ,positif
699,gratisan buat kamu! pake kode ongkirgratis pas belanja di bukalapak biar ongkir kamu gratis (maks. rprb). berlakuâ€¦,gratisan pake kode ongkirgratis pas belanja bukalapak biar ongkir gratis maks rprb berlakuâ ,positif
700,gratisan buat kamu! pake kode ongkirgratis pas belanja di bukalapak biar ongkir kamu gratis (maks. rprb). berlakuâ€¦,gratisan pake kode ongkirgratis pas belanja bukalapak biar ongkir gratis maks rprb berlakuâ ,positif
701,tolong ... voucher diterbitkan .. katanya hari aja ... udah ampir sebulan gak ada hasil,tolong voucher diterbitkan aja udah ampir sebulan gak hasil,negatif
702,tolong ... voucher diterbitkan .. katanya hari aja ... udah ampir sebulan gak ada hasil,tolong voucher diterbitkan aja udah ampir sebulan gak hasil,negatif
703,"oke kak, jangan lupa jaga kesehatan ya , jika ada pertanyaan atau kendala mengenai bukalapak silakaâ€¦",oke kak lupa jaga kesehatan ya kendala bukalapak silakaâ ,negatif
704,gratisan buat kamu! pake kode ongkirgratis pas belanja di bukalapak biar ongkir kamu gratis (maks. rprb). berlakuâ€¦,gratisan pake kode ongkirgratis pas belanja bukalapak biar ongkir gratis maks rprb berlakuâ ,positif
705,cek produk new update &gt;&gt;&gt; bukalapak &gt;&gt;,cek produk new update gt gt gt bukalapak gt gt ,positif
706,cek disini perlengkapan yang kamu butuhkan ada semua dan harganya terbaik untuk kamu.,cek perlengkapan butuhkan harganya terbaik ,positif
707,bukalapak chino k | jaket jeans k | kemeja denim k | dll &gt; pin:fce | hp: &lt;,bukalapak chino k jaket jeans k kemeja denim k dll gt pin fce hp lt ,netral
708,bukalapak lagi banyak promo moms,bukalapak promo moms,positif
709,iya nih bukalapak sepi sepi aja,iya nih bukalapak sepi sepi aja,negatif
710,"rt padahal buku das kapital cuma ribu di bukalapak, udah dapat buku.",rt buku das kapital ribu bukalapak udah buku ,negatif
711,"rt ww banyak juga ya, nih kamu berkesempatan menangin total hadiah jt, caranya gampang banget, top up produk virtual di bukaâ€¦",rt ww ya nih berkesempatan menangin total hadiah jt gampang banget top up produk virtual bukaâ ,positif
712,"padahal buku das kapital cuma ribu di bukalapak, udah dapat buku.",buku das kapital ribu bukalapak udah buku ,negatif
713,"biar belanja kamu makin nyaman, yuk top up bni tapcash kamu sekarang di bukalapak dan dapatkan cashbacknya, cuss yuâ€¦",biar belanja nyaman yuk top up bni tapcash bukalapak dapatkan cashbacknya cuss yuâ ,positif
714,"yuk langsung aja kepoin marketplace gopayless sekarang juga , tersedia di tokopedia , bukalapak , shopee dan blibli .",yuk langsung aja kepoin marketplace gopayless tersedia tokopedia bukalapak shopee blibli ,positif
715,bukalapak memang cincau harga santai kagak lebay dinego aje sayy.. pasti bisa sayy..,bukalapak cincau harga santai kagak lebay dinego aje sayy sayy ,positif
716,"hai, kak. maaf banget ya udah bikin kakak gak nyaman. terkait kendala kakak untuk nomor transaksi xxâ€¦",hai kak maaf banget ya udah bikin kakak gak nyaman terkait kendala kakak nomor transaksi xxâ ,negatif
717,bukalapak ðÿ›’ emang ðÿ‘ cincai ðÿ˜© harga ðÿ’¸ santai ðÿ˜ž kagak âœ–ï¸ lebay ðÿ’† dinego ðÿ¦ aje ðÿ‘… say ðÿ’¦ pasti ðÿ§ bisa ðÿ§˜ sayâ€¦,bukalapak ðÿ emang ðÿ cincai ðÿ harga ðÿ santai ðÿ ž kagak âœ ï lebay ðÿ dinego ðÿ aje ðÿ say ðÿ ðÿ ðÿ sayâ ,negatif
718,saya mengajakmu bergabung ke bukalapak dan memberikanmu credits rp.. cek:,mengajakmu bergabung bukalapak memberikanmu credits rp cek ,positif
719,mohon bantuannya. sy pesan barang dari pelapak stuff station (id transaksi:â ) tgl /. pelaâ€¦,mohon bantuannya sy pesan barang pelapak stuff station id transaksi â tgl pelaâ ,negatif
720,"buka dm dong min, ga di respon terus kek doi:))",buka dm min ga respon kek doi ,negatif
721,"shopee, tokopedia, bukalapak, lazada bintang iklan sama konsep iklan nya mahal mahal semua bangsat",shopee tokopedia bukalapak lazada bintang iklan konsep iklan nya mahal mahal bangsat,negatif
722,"hai kak, kendala kamu sudah bella konfirmasi melalui dm ya kak. yuk cek dm kamu terlebih dahulu kak. :) ^nt",hai kak kendala bella konfirmasi dm ya kak yuk cek dm kak nt,negatif
723,aplikasi gak jelas! kmren ni tiket brubah kali di dm tadi brubah lagi ditanya cs aplikasiâ€¦,aplikasi gak kmren ni tiket brubah kali dm brubah cs aplikasiâ ,negatif
724,"hai kak, maaf banget buat kamu nggak nyaman ya kak. perihal kendala kamu sudah bella konfirmasi melalâ€¦",hai kak maaf banget nggak nyaman ya kak perihal kendala bella konfirmasi melalâ ,negatif
725,gratisan buat kamu! pake kode ongkirgratis pas belanja di bukalapak biar ongkir kamu gratis (maks. rprb). berlakuâ€¦,gratisan pake kode ongkirgratis pas belanja bukalapak biar ongkir gratis maks rprb berlakuâ ,positif
726,buat nabung emas aja aku udah..,nabung emas aja udah ,positif
727,"netijen, please do your magic. bantu jualan gue di bukalapak yuk, belinya di sini:",netijen please do your magic bantu jualan gue bukalapak yuk belinya ,netral
728,"hai kak, kendala kamu sudah bella konfirmasi melalui dm ya kak. yuk pindak ke dm kak. :) ^nt",hai kak kendala bella konfirmasi dm ya kak yuk pindak dm kak nt,negatif
729,mau beli reksadana dan emas di bukalapak,beli reksadana emas bukalapak,positif
730,lanjutan mksdnya gimana woy! yang bener no tiket laporan sy yg mana skrng ada hdeh jancok gaj jelasâ€¦,lanjutan mksdnya gimana woy bener no tiket laporan sy yg skrng hdeh jancok gaj jelasâ ,negatif
731,mau investasi reksadana dan emas di bukalapak. ayo dong bantu.,investasi reksadana emas bukalapak ayo bantu ,positif
732,ini dapet gratisan dari bl ya ðÿ˜­ðÿ˜­,dapet gratisan bl ya ðÿ ðÿ ,netral
733,gimana nih kok belum di bales dm nya kak,gimana nih bales dm nya kak,negatif
